,Unnamed: 0.1,Unnamed: 0,id,contestId,creationTimeSeconds,relativeTimeSeconds,problem,author,programmingLanguage,verdict,testset,passedTestCount,timeConsumedMillis,memoryConsumedBytes,points
116,116.0,116.0,139414505,1352,1639586818,2147483647,"{'contestId': 1352, 'problemsetName': None, 'index': 'E', 'name': 'Special Elements', 'type': 'PROGRAMMING', 'points': None, 'rating': 1500, 'tags': ['brute force', 'implementation', 'two pointers']}","{'contestId': 1352, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1589034900}",GNU C++17 (64),MEMORY_LIMIT_EXCEEDED,TESTS,2,249,67072000,
117,117.0,117.0,139414953,1352,1639587163,2147483647,"{'contestId': 1352, 'problemsetName': None, 'index': 'E', 'name': 'Special Elements', 'type': 'PROGRAMMING', 'points': None, 'rating': 1500, 'tags': ['brute force', 'implementation', 'two pointers']}","{'contestId': 1352, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1589034900}",GNU C++17 (64),MEMORY_LIMIT_EXCEEDED,TESTS,2,764,67072000,
118,118.0,118.0,139415394,1352,1639587523,2147483647,"{'contestId': 1352, 'problemsetName': None, 'index': 'E', 'name': 'Special Elements', 'type': 'PROGRAMMING', 'points': None, 'rating': 1500, 'tags': ['brute force', 'implementation', 'two pointers']}","{'contestId': 1352, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1589034900}",GNU C++17 (64),TIME_LIMIT_EXCEEDED,TESTS,8,1000,512000,
119,119.0,119.0,139415546,1352,1639587645,2147483647,"{'contestId': 1352, 'problemsetName': None, 'index': 'E', 'name': 'Special Elements', 'type': 'PROGRAMMING', 'points': None, 'rating': 1500, 'tags': ['brute force', 'implementation', 'two pointers']}","{'contestId': 1352, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1589034900}",GNU C++17 (64),OK,TESTS,37,733,614400,
120,120.0,120.0,139417835,1352,1639589371,2147483647,"{'contestId': 1352, 'problemsetName': None, 'index': 'F', 'name': 'Binary String Reconstruction', 'type': 'PROGRAMMING', 'points': None, 'rating': 1500, 'tags': ['constructive algorithms', 'dfs and similar', 'math']}","{'contestId': 1352, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1589034900}",GNU C++17 (64),WRONG_ANSWER,TESTS,0,0,0,
121,121.0,121.0,139418124,1352,1639589562,2147483647,"{'contestId': 1352, 'problemsetName': None, 'index': 'F', 'name': 'Binary String Reconstruction', 'type': 'PROGRAMMING', 'points': None, 'rating': 1500, 'tags': ['constructive algorithms', 'dfs and similar', 'math']}","{'contestId': 1352, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1589034900}",GNU C++17 (64),OK,TESTS,5,0,0,
122,122.0,122.0,139422191,1352,1639592421,2147483647,"{'contestId': 1352, 'problemsetName': None, 'index': 'G', 'name': 'Special Permutation', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['constructive algorithms']}","{'contestId': 1352, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1589034900}",GNU C++17 (64),OK,TESTS,13,15,0,
123,123.0,123.0,139434590,1598,1639603591,2147483647,"{'contestId': 1598, 'problemsetName': None, 'index': 'D', 'name': 'Training Session', 'type': 'PROGRAMMING', 'points': None, 'rating': 1700, 'tags': ['combinatorics', 'data structures', 'geometry', 'implementation', 'math']}","{'contestId': 1598, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1633856700}",GNU C++17 (64),OK,TESTS,49,358,13824000,
124,124.0,124.0,139488056,1617,1639662291,591,"{'contestId': 1617, 'problemsetName': None, 'index': 'A', 'name': 'Forbidden Subsequence', 'type': 'PROGRAMMING', 'points': 750.0, 'rating': 800, 'tags': ['constructive algorithms', 'greedy', 'sortings', 'strings']}","{'contestId': 1617, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 193, 'startTimeSeconds': 1639661700}",GNU C++17 (64),OK,TESTS,7,31,0,
125,125.0,125.0,139513872,1617,1639664710,3010,"{'contestId': 1617, 'problemsetName': None, 'index': 'B', 'name': 'GCD Problem', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 900, 'tags': ['brute force', 'constructive algorithms', 'math', 'number theory']}","{'contestId': 1617, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 193, 'startTimeSeconds': 1639661700}",GNU C++17 (64),OK,TESTS,13,280,102400,
126,126.0,126.0,139529654,1617,1639666622,4922,"{'contestId': 1617, 'problemsetName': None, 'index': 'C', 'name': 'Paprika and Permutation', 'type': 'PROGRAMMING', 'points': 1500.0, 'rating': 1300, 'tags': ['binary search', 'greedy', 'math', 'sortings']}","{'contestId': 1617, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 193, 'startTimeSeconds': 1639661700}",GNU C++17 (64),OK,TESTS,35,61,1331200,
127,127.0,127.0,139545166,1617,1639668657,6957,"{'contestId': 1617, 'problemsetName': None, 'index': 'D1', 'name': 'Too Many Impostors (easy version)', 'type': 'PROGRAMMING', 'points': 2000.0, 'rating': 1800, 'tags': ['constructive algorithms', 'implementation', 'interactive']}","{'contestId': 1617, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 193, 'startTimeSeconds': 1639661700}",GNU C++17 (64),TIME_LIMIT_EXCEEDED,PRETESTS,0,3000,20684800,
128,128.0,128.0,139546805,1617,1639668817,7117,"{'contestId': 1617, 'problemsetName': None, 'index': 'D1', 'name': 'Too Many Impostors (easy version)', 'type': 'PROGRAMMING', 'points': 2000.0, 'rating': 1800, 'tags': ['constructive algorithms', 'implementation', 'interactive']}","{'contestId': 1617, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 193, 'startTimeSeconds': 1639661700}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,0,1341,9625600,
129,129.0,129.0,139757257,1620,1639841887,187,"{'contestId': 1620, 'problemsetName': None, 'index': 'A', 'name': 'Equal or Not Equal', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['constructive algorithms', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),OK,TESTS,8,15,0,
130,130.0,130.0,139774261,1620,1639843132,1432,"{'contestId': 1620, 'problemsetName': None, 'index': 'B', 'name': 'Triangles on a Rectangle', 'type': 'PROGRAMMING', 'points': None, 'rating': 1000, 'tags': ['geometry', 'greedy', 'math']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),OK,TESTS,5,61,5529600,
131,131.0,131.0,139795235,1620,1639845507,3807,"{'contestId': 1620, 'problemsetName': None, 'index': 'C', 'name': 'BA-String', 'type': 'PROGRAMMING', 'points': None, 'rating': 1800, 'tags': ['brute force', 'dp', 'greedy', 'implementation', 'math']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),OK,TESTS,7,15,7987200,
132,132.0,132.0,139804909,1620,1639846856,5156,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),MEMORY_LIMIT_EXCEEDED,TESTS,3,249,268390400,
133,133.0,133.0,139807277,1620,1639847196,5496,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),MEMORY_LIMIT_EXCEEDED,TESTS,3,264,268390400,
134,134.0,134.0,139813430,1620,1639848103,6403,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),MEMORY_LIMIT_EXCEEDED,TESTS,3,249,268390400,
135,135.0,135.0,139814820,1620,1639848298,6598,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,0,7987200,
136,136.0,136.0,139821110,1620,1639849107,2147483647,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,0,2048000,
137,137.0,137.0,139822868,1620,1639849625,2147483647,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),TIME_LIMIT_EXCEEDED,TESTS,3,2000,2048000,
138,138.0,138.0,139823612,1620,1639849873,2147483647,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),TIME_LIMIT_EXCEEDED,TESTS,3,2000,2048000,
139,139.0,139.0,139823936,1620,1639849989,2147483647,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,15,2048000,
140,140.0,140.0,139827480,1620,1639851503,2147483647,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,15,2048000,
141,141.0,141.0,139828509,1620,1639851992,2147483647,"{'contestId': 1620, 'problemsetName': None, 'index': 'E', 'name': 'Replace the Numbers', 'type': 'PROGRAMMING', 'points': None, 'rating': 1900, 'tags': ['constructive algorithms', 'data structures', 'dsu', 'implementation']}","{'contestId': 1620, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1639841700}",GNU C++17 (64),OK,TESTS,37,218,10240000,
142,142.0,142.0,140021559,1619,1640011129,229,"{'contestId': 1619, 'problemsetName': None, 'index': 'A', 'name': 'Square String?', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['implementation', 'strings']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",Python 3,OK,TESTS,5,77,614400,
143,143.0,143.0,140028222,1619,1640011400,500,"{'contestId': 1619, 'problemsetName': None, 'index': 'B', 'name': 'Squares and Cubes', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['implementation', 'math']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),OK,TESTS,138,109,1638400,
144,144.0,144.0,140045006,1619,1640012763,1863,"{'contestId': 1619, 'problemsetName': None, 'index': 'C', 'name': 'Wrong Addition', 'type': 'PROGRAMMING', 'points': None, 'rating': 1200, 'tags': ['implementation']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),WRONG_ANSWER,TESTS,1,30,0,
145,145.0,145.0,140045886,1619,1640012854,1954,"{'contestId': 1619, 'problemsetName': None, 'index': 'C', 'name': 'Wrong Addition', 'type': 'PROGRAMMING', 'points': None, 'rating': 1200, 'tags': ['implementation']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),OK,TESTS,5,46,0,
146,146.0,146.0,140064217,1619,1640014918,4018,"{'contestId': 1619, 'problemsetName': None, 'index': 'D', 'name': ""New Year's Problem"", 'type': 'PROGRAMMING', 'points': None, 'rating': 1800, 'tags': ['binary search', 'greedy', 'sortings']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),OK,TESTS,14,46,2252800,
147,147.0,147.0,140075905,1619,1640016509,5609,"{'contestId': 1619, 'problemsetName': None, 'index': 'E', 'name': 'MEX and Increments', 'type': 'PROGRAMMING', 'points': None, 'rating': 1700, 'tags': ['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation', 'math', 'sortings']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,124,15974400,
148,148.0,148.0,140076355,1619,1640016572,5672,"{'contestId': 1619, 'problemsetName': None, 'index': 'E', 'name': 'MEX and Increments', 'type': 'PROGRAMMING', 'points': None, 'rating': 1700, 'tags': ['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation', 'math', 'sortings']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),OK,TESTS,20,171,18022400,
149,149.0,149.0,140086179,1619,1640018113,7213,"{'contestId': 1619, 'problemsetName': None, 'index': 'F', 'name': ""Let's Play the Hat?"", 'type': 'PROGRAMMING', 'points': None, 'rating': 2000, 'tags': ['brute force', 'constructive algorithms', 'greedy', 'math']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),WRONG_ANSWER,TESTS,1,31,0,
150,150.0,150.0,140088815,1619,1640018545,7645,"{'contestId': 1619, 'problemsetName': None, 'index': 'F', 'name': ""Let's Play the Hat?"", 'type': 'PROGRAMMING', 'points': None, 'rating': 2000, 'tags': ['brute force', 'constructive algorithms', 'greedy', 'math']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),WRONG_ANSWER,TESTS,1,46,0,
151,151.0,151.0,140090234,1619,1640018750,7850,"{'contestId': 1619, 'problemsetName': None, 'index': 'F', 'name': ""Let's Play the Hat?"", 'type': 'PROGRAMMING', 'points': None, 'rating': 2000, 'tags': ['brute force', 'constructive algorithms', 'greedy', 'math']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'OUT_OF_COMPETITION', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),WRONG_ANSWER,TESTS,0,0,0,
152,152.0,152.0,140109293,1619,1640029989,2147483647,"{'contestId': 1619, 'problemsetName': None, 'index': 'F', 'name': ""Let's Play the Hat?"", 'type': 'PROGRAMMING', 'points': None, 'rating': 2000, 'tags': ['brute force', 'constructive algorithms', 'greedy', 'math']}","{'contestId': 1619, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640010900}",GNU C++17 (64),WRONG_ANSWER,TESTS,1,15,0,
153,153.0,153.0,140850229,1622,1640658003,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'A', 'name': 'Construct a Rectangle', 'type': 'PROGRAMMING', 'points': None, 'rating': 800, 'tags': ['geometry', 'math']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),OK,TESTS,21,15,0,
154,154.0,154.0,140854281,1622,1640664090,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'B', 'name': 'Berland Music', 'type': 'PROGRAMMING', 'points': None, 'rating': 1000, 'tags': ['data structures', 'greedy', 'math', 'sortings']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),OK,TESTS,18,78,5324800,
155,155.0,155.0,140860752,1622,1640670706,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'C', 'name': 'Set or Decrease', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['binary search', 'brute force', 'greedy', 'sortings']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),WRONG_ANSWER,TESTS,1,31,0,
156,156.0,156.0,140861707,1622,1640671461,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'C', 'name': 'Set or Decrease', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['binary search', 'brute force', 'greedy', 'sortings']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),WRONG_ANSWER,TESTS,1,15,0,
157,157.0,157.0,140864272,1622,1640673380,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'C', 'name': 'Set or Decrease', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['binary search', 'brute force', 'greedy', 'sortings']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,93,3174400,
158,158.0,158.0,140864559,1622,1640673620,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'C', 'name': 'Set or Decrease', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['binary search', 'brute force', 'greedy', 'sortings']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,93,3174400,
159,159.0,159.0,140864596,1622,1640673661,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'C', 'name': 'Set or Decrease', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['binary search', 'brute force', 'greedy', 'sortings']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),WRONG_ANSWER,TESTS,3,93,3174400,
160,160.0,160.0,140865593,1622,1640674408,2147483647,"{'contestId': 1622, 'problemsetName': None, 'index': 'C', 'name': 'Set or Decrease', 'type': 'PROGRAMMING', 'points': None, 'rating': 1600, 'tags': ['binary search', 'brute force', 'greedy', 'sortings']}","{'contestId': 1622, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'PRACTICE', 'teamId': None, 'teamName': None, 'ghost': False, 'room': None, 'startTimeSeconds': 1640615700}",GNU C++17 (64),OK,TESTS,47,77,3174400,
161,161.0,161.0,140906773,1623,1640699380,880,"{'contestId': 1623, 'problemsetName': None, 'index': 'A', 'name': 'Robot Cleaner', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['brute force', 'implementation', 'math']}","{'contestId': 1623, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 458, 'startTimeSeconds': 1640698500}",GNU C++17 (64),OK,TESTS,11,15,0,
162,162.0,162.0,140917991,1623,1640700805,2305,"{'contestId': 1623, 'problemsetName': None, 'index': 'B', 'name': 'Game on Ranges', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1100, 'tags': ['brute force', 'dfs and similar', 'implementation', 'sortings']}","{'contestId': 1623, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 458, 'startTimeSeconds': 1640698500}",GNU C++17 (64),OK,TESTS,22,15,102400,
163,163.0,163.0,140928153,1623,1640702555,4055,"{'contestId': 1623, 'problemsetName': None, 'index': 'C', 'name': 'Balanced Stone Heaps', 'type': 'PROGRAMMING', 'points': 1750.0, 'rating': 1600, 'tags': ['binary search', 'greedy']}","{'contestId': 1623, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 458, 'startTimeSeconds': 1640698500}",GNU C++17 (64),OK,TESTS,48,140,3993600,
164,164.0,164.0,141501889,1621,1641220997,497,"{'contestId': 1621, 'problemsetName': None, 'index': 'A', 'name': 'Stable Arrangement of Rooks', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['constructive algorithms']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,0,0,0,
165,165.0,165.0,141504211,1621,1641221135,635,"{'contestId': 1621, 'problemsetName': None, 'index': 'A', 'name': 'Stable Arrangement of Rooks', 'type': 'PROGRAMMING', 'points': 500.0, 'rating': 800, 'tags': ['constructive algorithms']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),OK,TESTS,5,15,0,
166,166.0,166.0,141521044,1621,1641222519,2019,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,1,155,1228800,
167,167.0,167.0,141532021,1621,1641223828,3328,"{'contestId': 1621, 'problemsetName': None, 'index': 'B', 'name': 'Integers Shop', 'type': 'PROGRAMMING', 'points': 1000.0, 'rating': 1500, 'tags': ['data structures', 'greedy', 'implementation']}","{'contestId': 1621, 'members': [{'handle': 'bayashi_cl', 'name': None}], 'participantType': 'CONTESTANT', 'teamId': None, 'teamName': None, 'ghost': False, 'room': 647, 'startTimeSeconds': 1641220500}",GNU C++17 (64),WRONG_ANSWER,PRETESTS,1,140,1228800,
